position,champion,key,games_played,kda,win_rate,pick_rate,ban_rate,cs,gold
jungle,Yorick,yorick,10420,2.53,51.27639155470249,0.32,14.3,194.6,12600
jungle,Nasus,nasus,21954,2.54,51.375603534663384,0.67,3.89,180.84,12677
jungle,Jax,jax,194291,2.22,51.47742304069669,5.96,12.66,178.95,12609
jungle,Malphite,malphite,154775,2.91,51.60910999838475,4.75,30.6,190.22,12431
jungle,Rumble,rumble,9457,2.74,51.68658136829861,0.29,0.45,191.88,13157
jungle,Volibear,volibear,172042,2.46,51.702491252136106,5.27,4.78,177.57,12286
jungle,Rammus,rammus,90458,3.02,51.87269229918857,2.77,4.92,161.71,11423
jungle,Sion,sion,18122,2.54,51.903763381525216,0.56,2.25,194.09,12811
jungle,Orianna,orianna,52,2.49,51.92307692307693,0.0,0.46,171.56,11047
jungle,Dr. Mundo,drmundo,121827,2.83,52.158388534561304,3.73,17.8,186.11,12126
jungle,Xayah,xayah,69,2.01,52.17391304347826,0.0,0.3,218.2,13709
jungle,Teemo,teemo,57739,2.28,52.188295606089476,1.77,18.28,191.65,12606
jungle,Mordekaiser,mordekaiser,32567,2.31,52.7097982620444,1.0,12.1,183.91,12690
jungle,Briar,briar,258454,2.25,52.803593676244134,7.92,17.98,180.81,13276
jungle,Amumu,amumu,221562,2.52,52.94815898033056,6.79,6.74,171.49,11825
jungle,Draven,draven,977,2.38,53.12180143295804,0.03,10.48,191.98,14090
mid,Yuumi,yuumi,560,2.24,18.75,0.02,2.71,55.46,6296
mid,Braum,braum,114,1.71,28.07017543859649,0.0,1.82,94.39,8469
mid,Rengar,rengar,111,1.59,28.82882882882883,0.0,3.15,152.48,11561
mid,Hecarim,hecarim,131,1.42,30.53435114503817,0.0,1.37,146.02,10192
mid,Blitzcrank,blitzcrank,1211,1.86,35.177539223782,0.04,14.07,110.18,10007
mid,Bard,bard,828,2.05,38.164251207729464,0.03,1.66,133.02,10045
mid,Kha'Zix,khazix,551,1.77,38.294010889292196,0.02,2.17,140.04,11036
mid,Yunara,yunara,2213,1.56,38.49977406235879,0.07,2.14,191.66,12091
mid,Skarner,skarner,271,1.65,39.11439114391143,0.01,0.11,140.33,10022
mid,Thresh,thresh,1169,1.99,39.17878528656972,0.04,2.83,155.48,11048
mid,Renata Glasc,renata,122,1.96,39.34426229508197,0.0,0.09,124.05,9446
mid,Sona,sona,669,2.19,41.25560538116592,0.02,0.67,109.15,9352
mid,Amumu,amumu,404,1.57,41.584158415841586,0.01,4.99,133.8,10555
mid,Nami,nami,338,2.0,42.01183431952663,0.01,2.07,99.54,8308
mid,Ezreal,ezreal,10027,1.98,42.09633988231774,0.31,1.86,181.49,12126
mid,Shyvana,shyvana,1311,1.73,42.33409610983982,0.04,0.29,186.62,11978
mid,Xayah,xayah,815,1.62,42.576687116564415,0.02,0.44,192.62,12359
mid,Kindred,kindred,1323,1.87,42.63038548752834,0.04,2.52,165.42,12275
mid,Lulu,lulu,1322,2.18,42.88956127080182,0.04,3.38,137.72,9876
mid,Sivir,sivir,2615,1.96,43.09751434034417,0.08,2.32,230.12,12877
mid,Kalista,kalista,1287,1.68,43.12354312354312,0.04,0.18,193.32,12977
mid,Milio,milio,658,2.66,43.46504559270517,0.02,5.4,145.26,9694
mid,Alistar,alistar,1135,2.07,43.61233480176212,0.03,0.89,125.95,10448
mid,Nilah,nilah,419,1.48,43.67541766109785,0.01,2.16,186.06,12415
mid,Lucian,lucian,6264,1.85,43.77394636015325,0.19,2.52,200.13,12612
mid,Soraka,soraka,1314,2.72,43.987823439878234,0.04,2.79,124.08,8816
mid,K'Sante,ksante,2417,1.98,44.4766239139429,0.07,1.0,174.47,10959
mid,Leona,leona,528,1.99,44.88636363636363,0.02,5.93,124.65,10278
mid,Rell,rell,220,2.51,45.0,0.01,0.43,125.55,9768
mid,Caitlyn,caitlyn,10522,1.82,45.0769815624406,0.32,20.97,194.61,12981
mid,Lee Sin,leesin,3659,1.99,45.09428805684613,0.11,1.68,163.93,12267
mid,Rakan,rakan,1302,2.68,45.16129032258064,0.04,0.21,141.03,10577
mid,Jinx,jinx,2483,1.89,45.18727345952477,0.08,4.77,184.31,12231
mid,Ashe,ashe,7690,2.15,45.21456436931079,0.24,6.98,163.11,11119
mid,Miss Fortune,missfortune,9095,2.04,45.55250137438153,0.28,20.69,184.48,12787
mid,Kai'Sa,kaisa,8509,2.1,45.56352097778822,0.26,1.68,197.26,13270
mid,Azir,azir,57673,1.86,45.6851559655298,1.77,0.47,201.96,12182
mid,Karthus,karthus,7419,2.16,45.720447499663024,0.23,0.69,192.71,12979
mid,Corki,corki,8593,1.97,45.81636215524264,0.26,0.34,210.25,12914
mid,Senna,senna,2014,2.52,45.8291956305859,0.06,1.2,162.37,12060
mid,Draven,draven,3425,1.72,45.956204379562045,0.11,12.21,190.13,13260
mid,Vi,vi,2372,1.95,46.079258010118046,0.07,0.45,163.36,12511
mid,Varus,varus,12549,1.98,46.2347597418121,0.38,0.53,176.53,12821
mid,Nidalee,nidalee,4888,2.16,46.58346972176759,0.15,0.23,146.13,11224
mid,Janna,janna,356,2.43,46.62921348314607,0.01,0.67,133.84,9484
mid,Ivern,ivern,1177,2.6,46.728971962616825,0.04,0.61,139.42,10142
mid,Nautilus,nautilus,2335,2.19,46.76659528907923,0.07,8.67,149.07,10293
mid,Ornn,ornn,2561,2.42,46.8566966028895,0.08,0.47,168.76,10766
mid,Mel,mel,192400,2.32,46.96621621621622,5.9,49.11,194.33,12805
mid,Trundle,trundle,1260,1.49,46.98412698412698,0.04,1.39,177.11,12214
mid,Kayn,kayn,1711,1.86,47.04850964348334,0.05,7.59,172.87,12350
mid,Zeri,zeri,2847,1.95,47.10221285563752,0.09,0.31,206.74,13095
mid,Aphelios,aphelios,3229,1.59,47.10436667698978,0.1,3.5,188.89,12776
mid,Taliyah,taliyah,43610,2.15,47.22770006879156,1.34,0.3,195.06,11799
mid,Rammus,rammus,470,2.29,47.23404255319149,0.01,3.79,120.54,9695
mid,Camille,camille,2197,2.04,47.51934456076468,0.07,0.89,155.34,11607
mid,Smolder,smolder,37466,2.05,47.600491111941494,1.15,5.68,219.65,12972
mid,Orianna,orianna,108999,2.55,47.6141982953972,3.34,0.75,194.67,11713
mid,Samira,samira,2585,1.72,47.81431334622824,0.08,5.58,182.43,13116
mid,Volibear,volibear,2828,1.8,47.84299858557284,0.09,4.48,170.84,12044
mid,Lillia,lillia,1251,2.05,47.88169464428457,0.04,3.25,166.79,11825
mid,Qiyana,qiyana,59753,2.1,47.95909828795207,1.83,1.81,174.86,12389
mid,Tristana,tristana,21028,1.98,48.05021875594446,0.64,5.19,192.06,13119
mid,Shaco,shaco,1795,2.15,48.07799442896936,0.06,21.06,128.91,10594
mid,Kog'Maw,kogmaw,6276,2.07,48.167622689611214,0.19,0.73,193.38,12772
mid,Darius,darius,4362,1.88,48.211829436038514,0.13,12.22,180.3,12442
mid,Jhin,jhin,9147,2.46,48.25625888269378,0.28,4.37,186.02,12921
mid,Twisted Fate,twistedfate,100621,2.25,48.43124198725912,3.08,0.28,182.85,12777
mid,Sylas,sylas,141249,2.04,48.47892728444096,4.33,14.49,151.17,11223
mid,Cassiopeia,cassiopeia,38026,2.02,48.54310208804502,1.17,1.02,186.74,11758
mid,Zoe,zoe,99403,2.45,48.586058770862046,3.05,3.47,165.5,11482
mid,Gwen,gwen,5970,1.79,48.62646566164155,0.18,7.08,182.36,12657
mid,LeBlanc,leblanc,101148,2.72,48.64554909637363,3.1,8.33,166.15,11900
mid,Ryze,ryze,74411,2.23,48.650065178535435,2.28,0.49,213.18,12384
mid,Katarina,katarina,206911,2.27,48.74221283547032,6.34,6.61,169.31,12546
mid,Sejuani,sejuani,2732,2.46,48.82869692532943,0.08,0.17,174.81,11618
mid,Fiora,fiora,2245,1.58,48.8641425389755,0.07,3.58,176.46,12500
mid,Jayce,jayce,19946,2.15,48.942143788228215,0.61,1.72,198.86,12709
mid,Gnar,gnar,2618,2.23,48.96867838044309,0.08,0.48,167.15,11832
mid,Akshan,akshan,111424,2.24,48.975086157380815,3.42,3.9,182.25,13312
mid,Aurora,aurora,76309,2.43,48.98635809668585,2.34,2.16,181.56,11806
mid,Shen,shen,5791,2.82,49.00707995164911,0.18,0.91,153.15,10813
mid,Maokai,maokai,1075,2.03,49.02325581395349,0.03,0.36,149.1,10353
mid,Twitch,twitch,15272,2.24,49.03090623363017,0.47,7.84,160.35,12568
mid,Annie,annie,59663,2.2,49.04714814876892,1.83,0.84,163.27,11511
mid,Gragas,gragas,8924,2.3,49.058718063648584,0.27,0.5,172.73,11568
mid,Neeko,neeko,25310,2.3,49.1149743184512,0.78,1.46,167.1,11429
mid,Yone,yone,179306,1.78,49.12105562557862,5.5,4.6,196.28,12251
mid,Poppy,poppy,930,2.22,49.13978494623656,0.03,2.02,152.07,11168
mid,Jax,jax,3427,1.72,49.197548876568426,0.11,12.15,167.76,12406
mid,Udyr,udyr,1453,1.84,49.208534067446664,0.04,1.86,187.81,11981
mid,Nunu & Willump,nunu,3807,2.38,49.225111636459154,0.12,2.14,140.55,11054
mid,Viego,viego,4938,2.09,49.23045767517213,0.15,7.95,173.13,12674
mid,Ambessa,ambessa,6872,2.06,49.330616996507565,0.21,4.51,175.96,11920
mid,Xin Zhao,xinzhao,5331,1.9,49.37160007503283,0.16,0.7,165.15,12311
mid,Seraphine,seraphine,12378,2.85,49.42640168040071,0.38,2.68,169.92,11079
mid,Akali,akali,221235,2.32,49.45148823649061,6.78,11.8,165.99,11969
mid,Graves,graves,3613,1.91,49.46028231386659,0.11,1.92,207.49,13459
mid,Warwick,warwick,1393,1.93,49.46159368269921,0.04,9.43,162.87,12292
mid,Karma,karma,8615,2.66,49.47185142193848,0.26,2.2,162.53,10593
mid,Vladimir,vladimir,76452,2.19,49.51342018521425,2.34,3.53,195.94,12055
mid,Zed,zed,168939,2.31,49.53267155600542,5.18,14.37,183.85,12922
mid,Aatrox,aatrox,3750,2.07,49.6,0.11,7.7,172.88,11862
mid,Zaahen,zaahen,8383,1.82,49.612310628653226,0.26,23.37,168.24,11585
mid,Gangplank,gangplank,16646,2.38,49.717649885858464,0.51,1.01,208.76,14296
mid,Lissandra,lissandra,63219,2.34,49.74137521947516,1.94,0.7,187.79,11702
mid,Vex,vex,109839,2.3,49.771938928795784,3.37,3.55,175.73,11798
mid,Galio,galio,116443,2.75,49.78573207492077,3.57,2.71,168.44,10750
mid,Ziggs,ziggs,44803,2.46,49.80470057808628,1.37,1.25,200.42,12511
mid,Kassadin,kassadin,75065,2.37,49.81815759674949,2.3,1.5,179.75,12663
mid,Hwei,hwei,100080,2.4,49.85811350919265,3.07,1.97,188.58,11767
mid,Pyke,pyke,3177,2.45,49.9213094113944,0.1,19.21,115.41,11687
mid,Ahri,ahri,333327,2.51,49.93024867472482,10.22,4.82,185.42,11811
mid,Elise,elise,2474,1.98,49.95957962813258,0.08,1.11,150.19,11971
mid,Talon,talon,52017,2.26,50.0509448834035,1.59,2.44,183.82,12798
mid,Master Yi,masteryi,5347,1.81,50.12156349354778,0.16,19.99,165.41,12964
mid,Bel'Veth,belveth,624,2.09,50.16025641025641,0.02,3.17,176.45,12219
mid,Syndra,syndra,183404,2.32,50.34350395847419,5.62,4.51,201.41,12845
mid,Cho'Gath,chogath,35591,2.17,50.3666657301003,1.09,2.14,177.95,11935
mid,Rek'Sai,reksai,1192,2.2,50.41946308724832,0.04,0.59,156.28,12484
mid,Wukong,monkeyking,3948,2.19,50.607902735562305,0.12,0.7,164.31,12423
mid,Jarvan IV,jarvaniv,2848,2.56,50.63202247191011,0.09,1.4,176.82,12955
mid,Vayne,vayne,6518,1.89,50.67505369745321,0.2,7.39,177.53,12548
mid,Yasuo,yasuo,288095,1.74,50.72007497526857,8.83,17.57,202.52,12445
mid,Olaf,olaf,1434,1.79,50.767085076708504,0.04,0.97,180.0,12712
mid,Nocturne,nocturne,2260,2.09,50.796460176991154,0.07,6.24,185.15,12896
mid,Pantheon,pantheon,29187,2.32,50.82057080206941,0.89,3.12,151.7,12131
mid,Anivia,anivia,83551,2.69,50.97245993465069,2.56,2.11,190.39,11756
mid,Ekko,ekko,135351,2.28,51.00147025142038,4.15,3.69,180.85,12561
mid,Aurelion Sol,aurelionsol,105569,2.53,51.0036090140098,3.24,1.59,197.49,12786
mid,Kennen,kennen,28988,2.27,51.01421277770112,0.89,0.96,168.28,11851
mid,Irelia,irelia,74864,1.78,51.01918144902757,2.3,7.56,212.87,13426
mid,Zyra,zyra,12031,2.31,51.0431385587233,0.37,6.32,174.81,11354
mid,Yorick,yorick,11131,1.94,51.10951396999371,0.34,14.3,203.63,12570
mid,Diana,diana,135542,2.07,51.129539183426544,4.16,11.89,173.3,12568
mid,Xerath,xerath,119687,2.99,51.21943068169475,3.67,5.23,186.24,12310
mid,Tryndamere,tryndamere,13619,1.84,51.23724208825905,0.42,3.8,212.13,13482
mid,Urgot,urgot,3594,2.04,51.27991096271563,0.11,2.77,184.27,12732
mid,Viktor,viktor,168791,2.34,51.32856609653358,5.17,2.32,198.4,12084
mid,Heimerdinger,heimerdinger,34070,1.91,51.3472262987966,1.04,4.44,179.29,11774
mid,Lux,lux,188236,2.78,51.39293227650397,5.77,14.87,182.8,11934
mid,Teemo,teemo,22499,1.97,51.44228632383662,0.69,18.23,171.3,11932
mid,Quinn,quinn,20751,2.28,51.448122982024955,0.64,2.84,171.79,13060
mid,Vel'Koz,velkoz,46740,2.43,51.48267008985879,1.43,2.54,182.51,12118
mid,Veigar,veigar,223764,2.35,51.48996263920916,6.86,3.35,190.41,12661
mid,Fizz,fizz,186542,2.38,51.510115684403516,5.72,12.51,168.4,12752
mid,Naafiri,naafiri,122176,2.51,51.516664484023046,3.75,6.33,184.67,12959
mid,Kayle,kayle,50173,2.14,51.5356865246248,1.54,5.48,217.35,12841
mid,Briar,briar,8628,1.88,51.54149281409365,0.26,17.69,155.01,12693
mid,Malzahar,malzahar,294840,2.19,51.559829059829056,9.04,18.23,221.95,12778
mid,Riven,riven,11807,2.13,51.56263233674938,0.36,3.46,181.03,12756
mid,Nasus,nasus,12023,2.13,51.634367462363805,0.37,3.86,182.04,12012
mid,Dr. Mundo,drmundo,19909,1.95,51.644984680295345,0.61,17.62,191.68,12144
mid,Renekton,renekton,7732,2.15,51.68132436627004,0.24,2.63,188.9,12354
mid,Malphite,malphite,44480,2.57,51.80980215827338,1.36,30.54,164.04,11598
mid,Evelynn,evelynn,980,2.55,51.93877551020408,0.03,2.48,120.29,11502
mid,Rumble,rumble,8733,2.46,51.97526623153556,0.27,0.45,176.12,12109
mid,Zilean,zilean,8919,3.48,52.01255746159883,0.27,1.15,168.05,10323
mid,Fiddlesticks,fiddlesticks,5235,2.1,52.18720152817574,0.16,1.57,143.09,11184
mid,Morgana,morgana,73847,2.83,52.21336005524937,2.26,23.49,172.8,11240
mid,Garen,garen,22141,2.22,52.32825978953074,0.68,7.84,204.62,13238
mid,Illaoi,illaoi,4256,1.53,52.349624060150376,0.13,9.04,183.8,11869
mid,Brand,brand,75351,2.17,52.40673647330494,2.31,6.69,173.19,11678
mid,Tahm Kench,tahmkench,3893,2.46,52.53018237862831,0.12,3.18,144.48,11239
mid,Mordekaiser,mordekaiser,9284,2.08,52.595863851788025,0.28,11.93,167.11,11906
mid,Sion,sion,25075,1.69,52.82153539381854,0.77,2.25,213.13,13172
mid,Kled,kled,3874,2.31,53.07176045431079,0.12,0.94,166.24,12605
mid,Swain,swain,96528,2.59,53.27158959058511,2.96,8.86,173.37,11489
mid,Zac,zac,5729,2.79,53.36009774829813,0.18,1.33,160.62,11327
mid,Singed,singed,5953,2.59,54.224760624895005,0.18,1.68,209.62,12385
mid,Sett,sett,6756,1.89,54.42569567791593,0.21,4.36,170.57,12317
mid,Taric,taric,473,2.94,60.25369978858352,0.01,0.47,72.72,7910
adc,Yuumi,yuumi,474,2.4,20.464135021097047,0.01,2.68,49.0,6320
adc,Braum,braum,80,1.75,21.25,0.0,1.62,90.24,8007
adc,Rakan,rakan,72,2.35,29.166666666666668,0.0,0.17,112.22,9172
adc,Nunu & Willump,nunu,161,1.61,31.67701863354037,0.0,1.16,104.11,9478
adc,Bard,bard,282,1.86,32.62411347517731,0.01,1.45,135.11,10547
adc,Ivern,ivern,189,2.1,32.804232804232804,0.01,0.5,112.1,9349
adc,Blitzcrank,blitzcrank,466,1.88,33.261802575107296,0.01,12.64,92.19,9718
adc,Thresh,thresh,781,1.92,33.41869398207427,0.02,2.57,144.55,11002
adc,Amumu,amumu,128,1.57,33.59375,0.0,4.79,115.53,9736
adc,Lulu,lulu,337,1.93,35.01483679525222,0.01,2.85,140.26,10565
adc,Kha'Zix,khazix,44,2.06,36.36363636363637,0.0,1.61,143.32,13156
adc,Soraka,soraka,403,2.41,36.72456575682382,0.01,2.42,105.08,8664
adc,Maokai,maokai,95,2.1,36.84210526315789,0.0,0.26,116.67,9584
adc,Hecarim,hecarim,43,1.87,37.2093023255814,0.0,1.01,140.58,10713
adc,Lee Sin,leesin,637,1.99,39.56043956043956,0.02,1.45,152.85,12600
adc,Leona,leona,260,2.15,40.38461538461539,0.01,5.59,104.53,9804
adc,K'Sante,ksante,128,1.78,40.625,0.0,0.69,150.57,10758
adc,Skarner,skarner,54,1.53,40.74074074074074,0.0,0.11,117.11,9465
adc,Alistar,alistar,208,1.97,40.86538461538461,0.01,0.7,109.16,9740
adc,Trundle,trundle,274,1.62,40.87591240875913,0.01,1.16,174.48,12822
adc,Kassadin,kassadin,156,1.81,41.02564102564102,0.01,0.91,158.01,12248
adc,Milio,milio,112,2.31,41.07142857142857,0.0,4.17,113.42,9108
adc,Illaoi,illaoi,292,1.35,41.43835616438356,0.01,6.55,149.3,10542
adc,Evelynn,evelynn,110,1.9,41.81818181818181,0.0,2.01,118.58,10634
adc,Camille,camille,196,1.72,41.83673469387755,0.01,0.69,153.4,11611
adc,Darius,darius,1101,1.75,42.32515894641235,0.03,11.12,163.39,12245
adc,Shaco,shaco,411,1.98,42.579075425790755,0.01,17.78,117.7,10722
adc,Nami,nami,206,2.69,42.71844660194174,0.01,1.97,90.52,9039
adc,Vi,vi,175,1.67,42.857142857142854,0.01,0.29,141.33,11871
adc,Janna,janna,107,2.49,42.99065420560748,0.0,0.57,105.15,8704
adc,LeBlanc,leblanc,613,2.32,43.066884176182704,0.02,6.92,145.49,11371
adc,Aatrox,aatrox,420,1.72,43.095238095238095,0.01,6.22,149.01,11088
adc,Warwick,warwick,213,1.47,43.1924882629108,0.01,7.98,144.69,12293
adc,Talon,talon,180,1.98,43.333333333333336,0.01,1.73,179.49,13758
adc,Karma,karma,528,2.62,43.371212121212125,0.02,1.8,151.76,10739
adc,Nocturne,nocturne,122,1.92,43.44262295081967,0.0,3.98,157.4,11698
adc,Gnar,gnar,775,1.89,43.74193548387097,0.02,0.43,160.78,11755
adc,Malphite,malphite,892,2.23,43.83408071748879,0.03,26.6,151.34,11815
adc,Renekton,renekton,189,1.85,43.91534391534391,0.01,1.82,171.23,11940
adc,Gragas,gragas,214,1.82,43.925233644859816,0.01,0.37,142.41,11014
adc,Renata Glasc,renata,68,2.23,44.11764705882353,0.0,0.09,158.57,12075
adc,Kindred,kindred,1565,1.97,44.15335463258786,0.05,2.53,162.56,12453
adc,Azir,azir,1031,1.79,44.51988360814743,0.03,0.42,193.38,12488
adc,Zac,zac,202,2.2,44.554455445544555,0.01,0.96,138.68,10969
adc,Kennen,kennen,1110,2.06,44.5945945945946,0.03,0.83,164.69,12087
adc,Shyvana,shyvana,96,1.52,44.79166666666667,0.0,0.2,157.01,11187
adc,Rengar,rengar,1533,1.75,44.87932159165035,0.05,4.27,162.09,12926
adc,Garen,garen,1087,1.82,44.89420423183073,0.03,6.99,178.58,12405
adc,Ornn,ornn,268,2.27,45.149253731343286,0.01,0.35,152.01,11027
adc,Volibear,volibear,347,1.43,45.24495677233429,0.01,3.61,149.8,11490
adc,Neeko,neeko,1548,2.08,45.41343669250646,0.05,1.32,154.29,11341
adc,Rumble,rumble,363,2.21,45.73002754820937,0.01,0.34,153.63,11492
adc,Xin Zhao,xinzhao,542,1.89,45.75645756457565,0.02,0.58,152.32,12189
adc,Orianna,orianna,732,2.43,45.76502732240437,0.02,0.64,181.45,11802
adc,Jayce,jayce,1188,2.17,45.79124579124579,0.04,1.53,189.11,13297
adc,Twisted Fate,twistedfate,4834,1.81,45.82126603227141,0.15,0.27,172.09,13472
adc,Sylas,sylas,659,1.8,45.82701062215478,0.02,12.61,130.65,11355
adc,Gangplank,gangplank,581,2.04,46.12736660929432,0.02,0.77,200.16,13958
adc,Tryndamere,tryndamere,793,1.72,46.15384615384615,0.02,3.06,189.69,13109
adc,Fizz,fizz,849,2.13,46.17196702002356,0.03,10.69,153.27,12374
adc,Udyr,udyr,253,1.4,46.24505928853755,0.01,1.39,169.89,11880
adc,Fiora,fiora,307,1.65,46.25407166123778,0.01,3.0,188.71,13109
adc,Sejuani,sejuani,168,2.95,46.42857142857143,0.01,0.12,142.58,11621
adc,Fiddlesticks,fiddlesticks,412,1.88,46.601941747572816,0.01,1.21,137.96,11595
adc,Rammus,rammus,208,2.46,46.63461538461539,0.01,3.08,97.02,9868
adc,Poppy,poppy,244,2.34,46.72131147540984,0.01,1.69,142.1,12390
adc,Diana,diana,537,1.79,46.74115456238361,0.02,9.08,157.81,12151
adc,Varus,varus,96519,2.19,46.753488950362105,2.96,0.53,180.37,12464
adc,Taric,taric,305,2.12,46.885245901639344,0.01,0.44,106.79,9427
adc,Pyke,pyke,558,2.4,46.95340501792115,0.02,16.34,112.52,11724
adc,Jarvan IV,jarvaniv,397,2.54,47.103274559193956,0.01,1.15,173.23,13574
adc,Viego,viego,789,2.23,47.14828897338403,0.02,7.11,168.71,13601
adc,Annie,annie,1274,2.12,47.174254317111455,0.04,0.75,157.17,11754
adc,Yunara,yunara,174434,2.13,47.17428941605421,5.35,2.25,200.02,13016
adc,Nautilus,nautilus,354,2.18,47.175141242937855,0.01,6.6,127.98,10272
adc,Dr. Mundo,drmundo,1034,1.98,47.195357833655706,0.03,15.65,175.5,11878
adc,Ryze,ryze,1205,2.13,47.21991701244813,0.04,0.45,205.61,12976
adc,Zoe,zoe,1279,2.33,47.2243940578577,0.04,3.11,149.39,11479
adc,Kalista,kalista,33926,2.02,47.28526793609621,1.04,0.2,181.16,13038
adc,Ezreal,ezreal,235884,2.47,47.34615319394278,7.23,1.88,187.03,12490
adc,Galio,galio,397,1.97,47.3551637279597,0.01,2.02,141.81,10574
adc,Yorick,yorick,917,1.98,47.43729552889858,0.03,12.49,192.04,12367
adc,Sona,sona,531,2.83,47.45762711864407,0.02,0.63,109.43,9435
adc,Lissandra,lissandra,562,2.21,47.50889679715303,0.02,0.57,180.53,12102
adc,Akali,akali,711,2.1,47.67932489451477,0.02,9.94,150.42,11660
adc,Cho'Gath,chogath,2357,2.17,47.81501909206619,0.07,1.97,167.98,12192
adc,Corki,corki,43851,2.34,47.82103030717658,1.34,0.35,203.79,13374
adc,Shen,shen,401,2.76,47.880299251870326,0.01,0.74,132.58,11126
adc,Naafiri,naafiri,1953,2.51,47.926267281105986,0.06,5.74,181.76,13231
adc,Zaahen,zaahen,1034,1.94,47.969052224371374,0.03,21.56,156.4,11858
adc,Aurora,aurora,2003,2.41,47.97803295057414,0.06,2.03,174.74,12341
adc,Sett,sett,1196,1.81,47.9933110367893,0.04,3.84,157.69,12546
adc,Pantheon,pantheon,1474,2.15,48.032564450474894,0.05,2.88,139.2,12199
adc,Anivia,anivia,2366,2.54,48.22485207100592,0.07,1.99,182.55,12328
adc,Akshan,akshan,4978,2.2,48.272398553635995,0.15,3.81,173.88,13162
adc,Lucian,lucian,232236,2.33,48.299143974233104,7.12,2.57,198.99,13172
adc,Nidalee,nidalee,809,2.41,48.331273176761435,0.02,0.2,144.38,11787
adc,Quinn,quinn,4198,2.06,48.35636017151025,0.13,2.79,165.28,13092
adc,Gwen,gwen,374,1.97,48.39572192513369,0.01,5.44,177.92,13031
adc,Graves,graves,1602,2.05,48.4394506866417,0.05,1.86,195.96,13451
adc,Draven,draven,154305,1.99,48.450147435274296,4.73,12.57,190.04,13806
adc,Kayle,kayle,1521,1.95,48.45496383957922,0.05,4.89,197.28,12586
adc,Qiyana,qiyana,268,1.86,48.507462686567166,0.01,1.36,170.31,13106
adc,Zed,zed,981,2.13,48.52191641182467,0.03,12.27,170.25,12821
adc,Kai'Sa,kaisa,325736,2.38,48.53961490286613,9.99,1.71,197.0,13244
adc,Jax,jax,792,1.91,48.61111111111111,0.02,10.66,151.22,12279
adc,Elise,elise,193,1.99,48.704663212435236,0.01,0.8,130.39,12577
adc,Mel,mel,42851,2.5,48.7246505332431,1.31,48.95,192.7,13212
adc,Urgot,urgot,1238,2.18,48.78836833602585,0.04,2.5,176.53,12761
adc,Rek'Sai,reksai,47,1.86,48.93617021276596,0.0,0.43,111.94,10880
adc,Riven,riven,953,2.11,49.00314795383001,0.03,2.89,172.78,12385
adc,Teemo,teemo,7385,1.95,49.24847664184157,0.23,17.94,163.45,11979
adc,Caitlyn,caitlyn,549782,2.15,49.322640610278256,16.85,21.26,194.86,13146
adc,Katarina,katarina,2798,2.43,49.46390278770551,0.09,6.28,165.7,13138
adc,Samira,samira,163172,2.14,49.4809158434045,5.0,5.87,180.9,13626
adc,Zeri,zeri,92109,2.31,49.49679184444517,2.82,0.33,209.94,13568
adc,Irelia,irelia,2742,1.84,49.52589350838804,0.08,7.22,204.29,13484
adc,Tristana,tristana,263995,2.29,49.54146858842024,8.09,5.22,183.09,13160
adc,Ashe,ashe,401039,2.27,49.54804894287089,12.29,7.14,175.46,12004
adc,Vladimir,vladimir,2254,2.35,49.556344276841166,0.07,3.38,204.18,13085
adc,Xayah,xayah,107689,2.28,49.62902432003269,3.3,0.52,200.11,12861
adc,Senna,senna,22773,2.84,49.72555218899574,0.7,1.28,165.55,12400
adc,Lillia,lillia,209,2.46,49.760765550239235,0.01,2.51,169.3,13067
adc,Ahri,ahri,2874,2.3,49.79123173277662,0.09,4.56,171.33,11714
adc,Mordekaiser,mordekaiser,1586,2.02,49.810844892812106,0.05,11.04,157.57,12278
adc,Cassiopeia,cassiopeia,4533,2.16,49.87866754908449,0.14,0.99,186.14,12408
adc,Ekko,ekko,1062,2.1,49.90583804143126,0.03,3.04,171.93,12963
adc,Kled,kled,535,2.11,49.90654205607476,0.02,0.78,145.29,12462
adc,Heimerdinger,heimerdinger,7035,1.97,49.96446339729922,0.22,4.34,169.44,11899
adc,Twitch,twitch,173125,2.32,49.99220216606498,5.31,7.95,172.09,13147
adc,Rell,rell,26,1.87,50.0,0.0,0.29,104.12,9763
adc,Singed,singed,1677,2.13,50.029815146094215,0.05,1.54,206.11,13042
adc,Vex,vex,992,2.07,50.1008064516129,0.03,3.09,163.84,11914
adc,Olaf,olaf,471,1.84,50.10615711252654,0.01,0.84,182.65,13010
adc,Jhin,jhin,509336,2.78,50.19967172946739,15.61,4.44,186.62,13097
adc,Aphelios,aphelios,217669,1.98,50.2492316315139,6.67,3.71,193.12,13252
adc,Yone,yone,3671,1.82,50.258785072187415,0.11,4.4,188.05,12499
adc,Bel'Veth,belveth,369,2.3,50.40650406504065,0.01,2.84,169.44,12914
adc,Wukong,monkeyking,604,2.44,50.496688741721854,0.02,0.58,159.93,12276
adc,Briar,briar,986,1.78,50.50709939148072,0.03,16.15,149.48,13393
adc,Jinx,jinx,488850,2.28,50.6095939449729,14.99,5.2,194.82,12707
adc,Vayne,vayne,277323,2.14,50.64130995265449,8.5,7.55,175.81,12692
adc,Syndra,syndra,6911,2.36,50.67284039936334,0.21,4.4,198.9,13027
adc,Sivir,sivir,187347,2.51,50.67815337315249,5.74,2.46,226.39,13510
